No,RC ID,WB In,Lorry Number,check In,check In Time,Check In Time Difference,BDM,WB Out,check Out,check Out Time,BTM,Nett Weight,Adjustment,Accepted Weight
1356,RC-13-00593,WB01,A1038,6/6/2025 12:00:00 AM,0.341666667,,61200,WB02,6/6/2025 12:00:00 AM,0.355555556,17900,43300,0,43300
1357,RC-14-00758,WB01,D6838,6/6/2025 12:00:00 AM,0.346527778,,68050,WB01,6/6/2025 12:00:00 AM,0.357638889,18350,49700,0,49700
1358,RC-13-00594,WB01,X6838,6/6/2025 12:00:00 AM,0.347222222,,61600,WB02,6/6/2025 12:00:00 AM,0.358333333,13500,48100,0,48100
1361,RC-14-00760,WB01,D6838,6/6/2025 12:00:00 AM,0.354861111,,60850,WB01,6/6/2025 12:00:00 AM,0.369444444,17850,43000,0,43000
1362,RC-13-00596,WB01,8386V,6/6/2025 12:00:00 AM,0.359027778,,62300,WB02,6/6/2025 12:00:00 AM,0.370833333,18150,44150,0,44150
1363,RC-14-00761,WB01,6587K,6/6/2025 12:00:00 AM,0.349305556,,34450,WB01,6/6/2025 12:00:00 AM,0.373611111,12950,21500,0,21500
1364,RC-13-00597,WB01,B1599,6/6/2025 12:00:00 AM,0.363194444,,65400,WB02,6/6/2025 12:00:00 AM,0.377777778,17950,47450,0,47450
1365,RC-14-00762,WB01,U6661,6/6/2025 12:00:00 AM,0.365277778,,57050,WB01,6/6/2025 12:00:00 AM,0.385416667,17350,39700,0,39700
1366,RC-14-00763,WB01,T6661,6/6/2025 12:00:00 AM,0.366666667,,57750,WB01,6/6/2025 12:00:00 AM,0.386111111,17650,40100,0,40100
1368,RC-14-00764,WB01,N8836,6/6/2025 12:00:00 AM,0.375694444,,63350,WB01,6/6/2025 12:00:00 AM,0.390972222,18350,45000,0,45000
1369,RC-14-00765,WB01,K8386,6/6/2025 12:00:00 AM,0.370138889,,63700,WB01,6/6/2025 12:00:00 AM,0.391666667,17750,45950,0,45950
1370,RC-14-00766,WB01,T9182,6/6/2025 12:00:00 AM,0.367361111,,58250,WB01,6/6/2025 12:00:00 AM,0.392361111,17750,40500,0,40500
1372,RC-14-00767,WB01,K2588,6/6/2025 12:00:00 AM,0.377083333,,59750,WB01,6/6/2025 12:00:00 AM,0.395833333,19250,40500,0,40500
1374,RC-14-00768,WB01,P3288,6/6/2025 12:00:00 AM,0.377777778,,42350,WB01,6/6/2025 12:00:00 AM,0.397916667,14250,28100,0,28100
1377,RC-14-00770,WB01,C9182,6/6/2025 12:00:00 AM,0.379861111,,62050,WB01,6/6/2025 12:00:00 AM,0.4,19250,42800,0,42800
1378,RC-14-00771,WB01,L8368,6/6/2025 12:00:00 AM,0.380555556,,59300,WB01,6/6/2025 12:00:00 AM,0.402083333,17850,41450,0,41450
1383,RC-14-00774,WB01,W8683,6/6/2025 12:00:00 AM,0.388194444,,66000,WB01,6/6/2025 12:00:00 AM,0.40625,17450,48550,0,48550
1385,RC-13-00605,WB01,6838J,6/6/2025 12:00:00 AM,0.389583333,,60350,WB02,6/6/2025 12:00:00 AM,0.408333333,18850,41500,0,41500
1388,RC-13-00608,WB01,J6838,6/6/2025 12:00:00 AM,0.3875,,59750,WB02,6/6/2025 12:00:00 AM,0.4125,17700,42050,0,42050
1389,RC-13-00609,WB01,N7288,6/6/2025 12:00:00 AM,0.390277778,,62200,WB02,6/6/2025 12:00:00 AM,0.413888889,18450,43750,0,43750
1392,RC-14-00776,WB01,D6838,6/6/2025 12:00:00 AM,0.393055556,,57750,WB01,6/6/2025 12:00:00 AM,0.415277778,18650,39100,0,39100
1394,RC-14-00778,WB01,A8638,6/6/2025 12:00:00 AM,0.395138889,,63850,WB01,6/6/2025 12:00:00 AM,0.418055556,17750,46100,0,46100
1395,RC-14-00779,WB01,M7491,6/6/2025 12:00:00 AM,0.396527778,,50650,WB01,6/6/2025 12:00:00 AM,0.420138889,16900,33750,0,33750
1396,RC-14-00780,WB01,S7759,6/6/2025 12:00:00 AM,0.394444444,,59350,WB01,6/6/2025 12:00:00 AM,0.422222222,18250,41100,0,41100
1399,RC-13-00612,WB01,Y7778,6/6/2025 12:00:00 AM,0.400694444,,58000,WB02,6/6/2025 12:00:00 AM,0.428472222,17950,40050,0,40050
1403,RC-13-00616,WB01,B5288,6/6/2025 12:00:00 AM,0.404861111,,55250,WB02,6/6/2025 12:00:00 AM,0.434722222,19150,36100,0,36100
1404,RC-14-00782,WB01,Y511,6/6/2025 12:00:00 AM,0.402777778,,50550,WB01,6/6/2025 12:00:00 AM,0.436805556,15300,35250,0,35250
1405,RC-14-00783,WB01,W5509,6/6/2025 12:00:00 AM,0.407638889,,61800,WB01,6/6/2025 12:00:00 AM,0.438194444,19700,42100,0,42100
1406,RC-13-00617,WB01,T511,6/6/2025 12:00:00 AM,0.406944444,,47000,WB02,6/6/2025 12:00:00 AM,0.439583333,14250,32750,0,32750
1407,RC-13-00618,WB01,C7826,6/6/2025 12:00:00 AM,0.421527778,,57150,WB02,6/6/2025 12:00:00 AM,0.440277778,19100,38050,0,38050
1408,RC-14-00784,WB01,W3868,6/6/2025 12:00:00 AM,0.409027778,,63800,WB01,6/6/2025 12:00:00 AM,0.442361111,17650,46150,0,46150
1409,RC-13-00619,WB01,A1390,6/6/2025 12:00:00 AM,0.409722222,,57250,WB02,6/6/2025 12:00:00 AM,0.443055556,15300,41950,0,41950
1410,RC-14-00785,WB01,A6661,6/6/2025 12:00:00 AM,0.4125,,55850,WB01,6/6/2025 12:00:00 AM,0.443055556,17150,38700,0,38700
1413,RC-13-00621,WB01,U4436,6/6/2025 12:00:00 AM,0.411111111,,60200,WB02,6/6/2025 12:00:00 AM,0.447222222,18750,41450,0,41450
1414,RC-13-00622,WB01,Y6661,6/6/2025 12:00:00 AM,0.419444444,,58350,WB02,6/6/2025 12:00:00 AM,0.447916667,17400,40950,0,40950
1415,RC-14-00787,WB01,M8386,6/6/2025 12:00:00 AM,0.411805556,,60150,WB01,6/6/2025 12:00:00 AM,0.448611111,18950,41200,0,41200
1416,RC-13-00623,WB01,L826,6/6/2025 12:00:00 AM,0.413194444,,51550,WB02,6/6/2025 12:00:00 AM,0.449305556,18400,33150,0,33150
1420,RC-14-00790,WB01,U3738,6/6/2025 12:00:00 AM,0.423611111,,59550,WB01,6/6/2025 12:00:00 AM,0.454166667,17550,42000,0,42000
1421,RC-14-00791,WB01,U5519,6/6/2025 12:00:00 AM,0.417361111,,60400,WB01,6/6/2025 12:00:00 AM,0.454861111,19500,40900,0,40900
1422,RC-14-00792,WB01,S8588,6/6/2025 12:00:00 AM,0.424305556,,60550,WB01,6/6/2025 12:00:00 AM,0.456944444,19550,41000,0,41000
1426,RC-14-00795,WB01,N6883,6/6/2025 12:00:00 AM,0.425,,63950,WB01,6/6/2025 12:00:00 AM,0.461111111,17900,46050,0,46050
1428,RC-14-00796,WB01,U5509,6/6/2025 12:00:00 AM,0.429166667,,61350,WB01,6/6/2025 12:00:00 AM,0.463194444,18600,42750,0,42750
1429,RC-13-00627,WB01,E2533,6/6/2025 12:00:00 AM,0.427777778,,57450,WB02,6/6/2025 12:00:00 AM,0.463194444,18550,38900,0,38900
1430,RC-13-00628,WB01,S9788,6/6/2025 12:00:00 AM,0.43125,,60150,WB02,6/6/2025 12:00:00 AM,0.464583333,19150,41000,0,41000
1432,RC-13-00629,WB01,L3721,6/6/2025 12:00:00 AM,0.434027778,,48200,WB02,6/6/2025 12:00:00 AM,0.469444444,14400,33800,0,33800
1433,RC-14-00798,WB01,V6838,6/6/2025 12:00:00 AM,0.440277778,,61700,WB01,6/6/2025 12:00:00 AM,0.470833333,19750,41950,0,41950
1435,RC-14-00799,WB01,J1831,6/6/2025 12:00:00 AM,0.434722222,,50600,WB01,6/6/2025 12:00:00 AM,0.472222222,18850,31750,0,31750
1437,RC-14-00800,WB01,D8386,6/6/2025 12:00:00 AM,0.439583333,,60350,WB01,6/6/2025 12:00:00 AM,0.472916667,17750,42600,0,42600
1441,RC-13-00633,WB01,A3266,6/6/2025 12:00:00 AM,0.452777778,,61400,WB02,6/6/2025 12:00:00 AM,0.477083333,18150,43250,0,43250
1442,RC-14-00803,WB01,G8638,6/6/2025 12:00:00 AM,0.431944444,,65950,WB01,6/6/2025 12:00:00 AM,0.477777778,18350,47600,0,47600
1443,RC-13-00634,WB01,C511,6/6/2025 12:00:00 AM,0.452083333,,58050,WB02,6/6/2025 12:00:00 AM,0.478472222,17600,40450,0,40450
1444,RC-13-00635,WB01,Y8288,6/6/2025 12:00:00 AM,0.46875,,61200,WB02,6/6/2025 12:00:00 AM,0.482638889,19350,41850,0,41850
1445,RC-14-00804,WB01,W2760,6/6/2025 12:00:00 AM,0.445138889,,60050,WB01,6/6/2025 12:00:00 AM,0.488888889,18250,41800,0,41800
1446,RC-13-00636,WB01,E8303,6/6/2025 12:00:00 AM,0.481944444,,44700,WB02,6/6/2025 12:00:00 AM,0.5,14850,29850,0,29850
1447,RC-13-00637,WB01,8386V,6/6/2025 12:00:00 AM,0.502777778,,61800,WB02,6/6/2025 12:00:00 AM,0.516666667,18000,43800,0,43800
1448,RC-13-00638,WB01,Y398,6/6/2025 12:00:00 AM,0.502083333,,56400,WB02,6/6/2025 12:00:00 AM,0.517361111,19650,36750,0,36750
1451,RC-14-00805,WB01,J8683,6/6/2025 12:00:00 AM,0.503472222,,62200,WB01,6/6/2025 12:00:00 AM,0.520833333,18100,44100,0,44100
1453,RC-14-00806,WB01,W6838,6/6/2025 12:00:00 AM,0.504166667,,65350,WB01,6/6/2025 12:00:00 AM,0.521527778,18200,47150,0,47150
1455,RC-14-00807,WB01,X6838,6/6/2025 12:00:00 AM,0.504861111,,61050,WB01,6/6/2025 12:00:00 AM,0.524305556,18050,43000,0,43000
1456,RC-14-00808,WB01,L8368,6/6/2025 12:00:00 AM,0.506944444,,61650,WB01,6/6/2025 12:00:00 AM,0.526388889,17900,43750,0,43750
1458,RC-13-00644,WB01,T6838,6/6/2025 12:00:00 AM,0.507638889,,61600,WB02,6/6/2025 12:00:00 AM,0.527083333,20400,41200,0,41200
1459,RC-14-00809,WB01,N8836,6/6/2025 12:00:00 AM,0.50625,,60800,WB01,6/6/2025 12:00:00 AM,0.527777778,18500,42300,0,42300
1461,RC-14-00810,WB01,6838J,6/6/2025 12:00:00 AM,0.509722222,,61550,WB01,6/6/2025 12:00:00 AM,0.529166667,18800,42750,0,42750
1462,RC-13-00646,WB01,W8683,6/6/2025 12:00:00 AM,0.510416667,,64950,WB02,6/6/2025 12:00:00 AM,0.529861111,17450,47500,0,47500
1463,RC-14-00811,WB01,U6661,6/6/2025 12:00:00 AM,0.508333333,,58500,WB01,6/6/2025 12:00:00 AM,0.532638889,17450,41050,0,41050
1464,RC-13-00647,WB01,G8863,6/6/2025 12:00:00 AM,0.511805556,,64300,WB02,6/6/2025 12:00:00 AM,0.534027778,18500,45800,0,45800
1465,RC-13-00648,WB01,T6661,6/6/2025 12:00:00 AM,0.509027778,,57850,WB02,6/6/2025 12:00:00 AM,0.535416667,17650,40200,0,40200
1467,RC-13-00649,WB01,C7826,6/6/2025 12:00:00 AM,0.517361111,,58450,WB02,6/6/2025 12:00:00 AM,0.535416667,19100,39350,0,39350
1468,RC-14-00813,WB01,D6838,6/6/2025 12:00:00 AM,0.511111111,,63100,WB01,6/6/2025 12:00:00 AM,0.536111111,18200,44900,0,44900
1471,RC-13-00650,WB01,6838M,6/6/2025 12:00:00 AM,0.514583333,,59750,WB02,6/6/2025 12:00:00 AM,0.544444444,18750,41000,0,41000
1474,RC-13-00652,WB01,F9923,6/6/2025 12:00:00 AM,0.516666667,,54850,WB02,6/6/2025 12:00:00 AM,0.547916667,16550,38300,0,38300
1475,RC-14-00817,WB01,D6838,6/6/2025 12:00:00 AM,0.513194444,,62050,WB01,6/6/2025 12:00:00 AM,0.547916667,18650,43400,0,43400
1476,RC-13-00653,WB01,K8386,6/6/2025 12:00:00 AM,0.513888889,,60600,WB02,6/6/2025 12:00:00 AM,0.548611111,17700,42900,0,42900
1477,RC-14-00818,WB01,Q8386,6/6/2025 12:00:00 AM,0.515972222,,60100,WB01,6/6/2025 12:00:00 AM,0.549305556,18700,41400,0,41400
1478,RC-13-00654,WB01,Y2778,6/6/2025 12:00:00 AM,0.51875,,54400,WB02,6/6/2025 12:00:00 AM,0.55,17450,36950,0,36950
1480,RC-14-00819,WB01,E9739,6/6/2025 12:00:00 AM,0.518055556,,63350,WB01,6/6/2025 12:00:00 AM,0.551388889,16850,46500,0,46500
1482,RC-14-00820,WB01,Y160,6/6/2025 12:00:00 AM,0.519444444,,55650,WB01,6/6/2025 12:00:00 AM,0.553472222,16850,38800,0,38800
1483,RC-13-00657,WB01,U5519,6/6/2025 12:00:00 AM,0.523611111,,60050,WB02,6/6/2025 12:00:00 AM,0.554166667,19300,40750,0,40750
1486,RC-14-00822,WB01,N6883,6/6/2025 12:00:00 AM,0.534027778,,64600,WB01,6/6/2025 12:00:00 AM,0.559027778,18100,46500,0,46500
1487,RC-13-00659,WB01,Y6661,6/6/2025 12:00:00 AM,0.528472222,,59300,WB02,6/6/2025 12:00:00 AM,0.559722222,17350,41950,0,41950
1489,RC-13-00660,WB01,Y7778,6/6/2025 12:00:00 AM,0.533333333,,60400,WB02,6/6/2025 12:00:00 AM,0.561111111,17950,42450,0,42450
1490,RC-13-00661,WB01,K2588,6/6/2025 12:00:00 AM,0.531944444,,61300,WB02,6/6/2025 12:00:00 AM,0.5625,19250,42050,0,42050
1492,RC-13-00662,WB01,R2306,6/6/2025 12:00:00 AM,0.540972222,,59150,WB02,6/6/2025 12:00:00 AM,0.563888889,18600,40550,0,40550
1494,RC-13-00663,WB01,Y7038,6/6/2025 12:00:00 AM,0.545138889,,53500,WB02,6/6/2025 12:00:00 AM,0.572222222,17400,36100,0,36100
1495,RC-14-00826,WB01,T511,6/6/2025 12:00:00 AM,0.539583333,,46200,WB01,6/6/2025 12:00:00 AM,0.572916667,14550,31650,0,31650
1496,RC-13-00664,WB01,K1390,6/6/2025 12:00:00 AM,0.541666667,,56300,WB02,6/6/2025 12:00:00 AM,0.575,17550,38750,0,38750
1498,RC-14-00828,WB01,V6838,6/6/2025 12:00:00 AM,0.55,,64000,WB01,6/6/2025 12:00:00 AM,0.575694444,19750,44250,0,44250
1499,RC-13-00665,WB01,U3738,6/6/2025 12:00:00 AM,0.543055556,,61050,WB02,6/6/2025 12:00:00 AM,0.576388889,17500,43550,0,43550
1502,RC-14-00830,WB01,X2888,6/6/2025 12:00:00 AM,0.546527778,,59100,WB01,6/6/2025 12:00:00 AM,0.582638889,18900,40200,0,40200
1504,RC-14-00831,WB01,A1038,6/6/2025 12:00:00 AM,0.548611111,,58650,WB01,6/6/2025 12:00:00 AM,0.584027778,17450,41200,0,41200
1506,RC-14-00832,WB01,N7588,6/6/2025 12:00:00 AM,0.525694444,,58450,WB01,6/6/2025 12:00:00 AM,0.586805556,18350,40100,0,40100
1507,RC-13-00669,WB01,L9032,6/6/2025 12:00:00 AM,0.552777778,,49450,WB02,6/6/2025 12:00:00 AM,0.588194444,14450,35000,0,35000
1510,RC-13-00671,WB01,W3868,6/6/2025 12:00:00 AM,0.554861111,,62800,WB02,6/6/2025 12:00:00 AM,0.590277778,17400,45400,0,45400
1511,RC-14-00834,WB01,M5988,6/6/2025 12:00:00 AM,0.55625,,62700,WB01,6/6/2025 12:00:00 AM,0.591666667,18400,44300,0,44300
1512,RC-13-00672,WB01,D8386,6/6/2025 12:00:00 AM,0.561111111,,62750,WB02,6/6/2025 12:00:00 AM,0.591666667,17450,45300,0,45300
1513,RC-14-00835,WB01,S5333,6/6/2025 12:00:00 AM,0.5625,,61700,WB01,6/6/2025 12:00:00 AM,0.592361111,17500,44200,0,44200
1515,RC-14-00836,WB01,S8588,6/6/2025 12:00:00 AM,0.564583333,,63350,WB01,6/6/2025 12:00:00 AM,0.594444444,19350,44000,0,44000
1516,RC-13-00674,WB01,M8386,6/6/2025 12:00:00 AM,0.557638889,,63150,WB02,6/6/2025 12:00:00 AM,0.597222222,18900,44250,0,44250
1517,RC-13-00675,WB01,U4436,6/6/2025 12:00:00 AM,0.576388889,,61300,WB02,6/6/2025 12:00:00 AM,0.598611111,17650,43650,0,43650
1518,RC-14-00837,WB01,G8638,6/6/2025 12:00:00 AM,0.570833333,,66300,WB01,6/6/2025 12:00:00 AM,0.6,18500,47800,0,47800
1519,RC-13-00676,WB01,D6838,6/6/2025 12:00:00 AM,0.558333333,,66550,WB02,6/6/2025 12:00:00 AM,0.6,17950,48600,0,48600
1520,RC-14-00838,WB01,C511,6/6/2025 12:00:00 AM,0.566666667,,56300,WB01,6/6/2025 12:00:00 AM,0.600694444,17550,38750,0,38750
1521,RC-13-00677,WB01,E2533,6/6/2025 12:00:00 AM,0.577083333,,59700,WB02,6/6/2025 12:00:00 AM,0.601388889,18300,41400,0,41400
1524,RC-14-00840,WB01,S9688,6/6/2025 12:00:00 AM,0.579166667,,61100,WB01,6/6/2025 12:00:00 AM,0.604861111,18900,42200,0,42200
1525,RC-14-00841,WB01,T9288,6/6/2025 12:00:00 AM,0.5875,,61450,WB01,6/6/2025 12:00:00 AM,0.605555556,18650,42800,0,42800
1526,RC-13-00679,WB01,8386V,6/6/2025 12:00:00 AM,0.595138889,,67850,WB02,6/6/2025 12:00:00 AM,0.608333333,17650,50200,0,50200
1527,RC-13-00680,WB01,T9182,6/6/2025 12:00:00 AM,0.59375,,55600,WB02,6/6/2025 12:00:00 AM,0.609027778,17550,38050,0,38050
1528,RC-14-00842,WB01,L3721,6/6/2025 12:00:00 AM,0.565277778,,48650,WB01,6/6/2025 12:00:00 AM,0.610416667,14550,34100,0,34100
1530,RC-14-00843,WB01,N7688,6/6/2025 12:00:00 AM,0.590277778,,58650,WB01,6/6/2025 12:00:00 AM,0.611111111,19600,39050,0,39050
1531,RC-13-00682,WB01,Y398,6/6/2025 12:00:00 AM,0.597222222,,50550,WB02,6/6/2025 12:00:00 AM,0.6125,19100,31450,0,31450
1532,RC-14-00844,WB01,J8683,6/6/2025 12:00:00 AM,0.598611111,,66550,WB01,6/6/2025 12:00:00 AM,0.615277778,17550,49000,0,49000
1533,RC-14-00845,WB01,T6838,6/6/2025 12:00:00 AM,0.602083333,,65050,WB01,6/6/2025 12:00:00 AM,0.615972222,20700,44350,0,44350
1537,RC-14-00849,WB01,N8836,6/6/2025 12:00:00 AM,0.603472222,,60450,WB01,6/6/2025 12:00:00 AM,0.620833333,18450,42000,0,42000
1538,RC-14-00850,WB01,6838J,6/6/2025 12:00:00 AM,0.609027778,,61850,WB01,6/6/2025 12:00:00 AM,0.624305556,19050,42800,0,42800
1539,RC-14-00851,WB01,W2760,6/6/2025 12:00:00 AM,0.608333333,,60200,WB01,6/6/2025 12:00:00 AM,0.625,18100,42100,0,42100
1540,RC-14-00852,WB01,L8368,6/6/2025 12:00:00 AM,0.611805556,,64900,WB01,6/6/2025 12:00:00 AM,0.625694444,17800,47100,0,47100
1543,RC-13-00685,WB01,P3288,6/6/2025 12:00:00 AM,0.613194444,,45900,WB02,6/6/2025 12:00:00 AM,0.633333333,14100,31800,0,31800
1544,RC-14-00854,WB01,D6838,6/6/2025 12:00:00 AM,0.618055556,,63850,WB01,6/6/2025 12:00:00 AM,0.634027778,18100,45750,0,45750
1545,RC-14-00855,WB01,X6838,6/6/2025 12:00:00 AM,0.621527778,,67250,WB01,6/6/2025 12:00:00 AM,0.636111111,18150,49100,0,49100
1548,RC-14-00856,WB01,D3288,6/6/2025 12:00:00 AM,0.629166667,,60900,WB01,6/6/2025 12:00:00 AM,0.643055556,19350,41550,0,41550
1549,RC-14-00857,WB01,8683J,6/6/2025 12:00:00 AM,0.626388889,,63800,WB01,6/6/2025 12:00:00 AM,0.648611111,17500,46300,0,46300
1552,RC-13-00689,WB01,W8683,6/6/2025 12:00:00 AM,0.633333333,,63250,WB02,6/6/2025 12:00:00 AM,0.650694444,17350,45900,0,45900
1553,RC-13-00690,WB01,W6838,6/6/2025 12:00:00 AM,0.640277778,,64100,WB02,6/6/2025 12:00:00 AM,0.653472222,17800,46300,0,46300
1554,RC-14-00859,WB01,W5509,6/6/2025 12:00:00 AM,0.630555556,,64350,WB01,6/6/2025 12:00:00 AM,0.654861111,19650,44700,0,44700
1555,RC-14-00860,WB01,K8386,6/6/2025 12:00:00 AM,0.639583333,,64850,WB01,6/6/2025 12:00:00 AM,0.65625,18100,46750,0,46750
1556,RC-13-00691,WB01,U5519,6/6/2025 12:00:00 AM,0.632638889,,61200,WB02,6/6/2025 12:00:00 AM,0.65625,18700,42500,0,42500
1558,RC-14-00862,WB01,F9923,6/6/2025 12:00:00 AM,0.638888889,,52200,WB01,6/6/2025 12:00:00 AM,0.663194444,16700,35500,0,35500
1560,RC-13-00692,WB01,N6838,6/6/2025 12:00:00 AM,0.645833333,,61650,WB02,6/6/2025 12:00:00 AM,0.666666667,17100,44550,0,44550
1561,RC-14-00864,WB01,A8638,6/6/2025 12:00:00 AM,0.646527778,,60750,WB01,6/6/2025 12:00:00 AM,0.66875,18350,42400,0,42400
1562,RC-13-00693,WB01,Y511,6/6/2025 12:00:00 AM,0.645138889,,53100,WB02,6/6/2025 12:00:00 AM,0.670833333,15050,38050,0,38050
1563,RC-14-00865,WB01,Y160,6/6/2025 12:00:00 AM,0.647222222,,54100,WB01,6/6/2025 12:00:00 AM,0.671527778,17050,37050,0,37050
1566,RC-14-00868,WB01,V6838,6/6/2025 12:00:00 AM,0.651388889,,62600,WB01,6/6/2025 12:00:00 AM,0.677083333,20000,42600,0,42600
1567,RC-14-00869,WB01,A1038,6/6/2025 12:00:00 AM,0.652083333,,64650,WB01,6/6/2025 12:00:00 AM,0.679166667,17850,46800,0,46800
1569,RC-14-00871,WB01,E9739,6/6/2025 12:00:00 AM,0.649305556,,64650,WB01,6/6/2025 12:00:00 AM,0.68125,17050,47600,0,47600
1570,RC-13-00694,WB01,K1390,6/6/2025 12:00:00 AM,0.657638889,,61750,WB02,6/6/2025 12:00:00 AM,0.681944444,17100,44650,0,44650
1571,RC-14-00872,WB01,Y7038,6/6/2025 12:00:00 AM,0.659027778,,58150,WB01,6/6/2025 12:00:00 AM,0.683333333,17600,40550,0,40550
1573,RC-14-00873,WB01,U3738,6/6/2025 12:00:00 AM,0.667361111,,65000,WB01,6/6/2025 12:00:00 AM,0.686111111,18100,46900,0,46900
1574,RC-14-00874,WB01,Y7778,6/6/2025 12:00:00 AM,0.666666667,,60550,WB01,6/6/2025 12:00:00 AM,0.690972222,18250,42300,0,42300
1577,RC-14-00876,WB01,N6883,6/6/2025 12:00:00 AM,0.670138889,,67200,WB01,6/6/2025 12:00:00 AM,0.702777778,18150,49050,0,49050
1578,RC-14-00877,WB01,X2888,6/6/2025 12:00:00 AM,0.688194444,,61150,WB01,6/6/2025 12:00:00 AM,0.704166667,19800,41350,0,41350
1579,RC-14-00878,WB01,M7491,6/6/2025 12:00:00 AM,0.684722222,,54400,WB01,6/6/2025 12:00:00 AM,0.705555556,17250,37150,0,37150
1580,RC-14-00879,WB01,G8863,6/6/2025 12:00:00 AM,0.669444444,,63100,WB01,6/6/2025 12:00:00 AM,0.706944444,18600,44500,0,44500
1582,RC-13-00697,WB01,T6288,6/6/2025 12:00:00 AM,0.696527778,,61150,WB02,6/6/2025 12:00:00 AM,0.711805556,18650,42500,0,42500
1583,RC-13-00698,WB01,T9182,6/6/2025 12:00:00 AM,0.693055556,,59400,WB02,6/6/2025 12:00:00 AM,0.713888889,17800,41600,0,41600
1585,RC-13-00700,WB01,492,6/6/2025 12:00:00 AM,0.691666667,,48050,WB02,6/6/2025 12:00:00 AM,0.717361111,15200,32850,0,32850
1590,RC-13-00704,WB01,F9838,6/6/2025 12:00:00 AM,0.702083333,,44800,WB02,6/6/2025 12:00:00 AM,0.73125,14500,30300,0,30300
1591,RC-14-00882,WB01,R631,6/6/2025 12:00:00 AM,0.7,,38200,WB01,6/6/2025 12:00:00 AM,0.731944444,13750,24450,0,24450
1594,RC-14-00884,WB01,S8588,6/6/2025 12:00:00 AM,0.721527778,,61950,WB01,6/6/2025 12:00:00 AM,0.738194444,19950,42000,0,42000
1596,RC-13-00706,WB01,L826,6/6/2025 12:00:00 AM,0.726388889,,63050,WB02,6/6/2025 12:00:00 AM,0.740972222,18300,44750,0,44750
1597,RC-14-00886,WB01,T9955,6/6/2025 12:00:00 AM,0.727083333,,57100,WB01,6/6/2025 12:00:00 AM,0.754166667,16650,40450,0,40450
1598,RC-14-00887,WB01,N2573,9/6/2025 12:00:00 AM,0.261805556,,53500,WB01,9/6/2025 12:00:00 AM,0.273611111,17900,35600,0,35600
1600,RC-13-00707,WB01,L8368,9/6/2025 12:00:00 AM,0.2625,,63150,WB02,9/6/2025 12:00:00 AM,0.279166667,17250,45900,0,45900
1601,RC-14-00889,WB01,D6838,9/6/2025 12:00:00 AM,0.263888889,,64700,WB01,9/6/2025 12:00:00 AM,0.279861111,18600,46100,0,46100
1603,RC-14-00890,WB01,W3868,9/6/2025 12:00:00 AM,0.264583333,,63900,WB01,9/6/2025 12:00:00 AM,0.282638889,17200,46700,0,46700
1606,RC-14-00892,WB01,Q532,9/6/2025 12:00:00 AM,0.265972222,,57700,WB01,9/6/2025 12:00:00 AM,0.286805556,17500,40200,0,40200
1608,RC-14-00893,WB01,N6838,9/6/2025 12:00:00 AM,0.265277778,,66500,WB01,9/6/2025 12:00:00 AM,0.289583333,18000,48500,0,48500
1609,RC-14-00894,WB01,H6838,9/6/2025 12:00:00 AM,0.269444444,,60250,WB01,9/6/2025 12:00:00 AM,0.291666667,19900,40350,0,40350
1610,RC-13-00711,WB01,E738,9/6/2025 12:00:00 AM,0.270138889,,52550,WB02,9/6/2025 12:00:00 AM,0.292361111,18050,34500,0,34500
1613,RC-14-00895,WB01,N8836,9/6/2025 12:00:00 AM,0.283333333,,64950,WB01,9/6/2025 12:00:00 AM,0.3,18600,46350,0,46350
1616,RC-14-00896,WB01,D8386,9/6/2025 12:00:00 AM,0.286111111,,63150,WB01,9/6/2025 12:00:00 AM,0.306944444,15700,47450,0,47450
1617,RC-14-00897,WB01,X6838,9/6/2025 12:00:00 AM,0.296527778,,67200,WB01,9/6/2025 12:00:00 AM,0.309027778,18100,49100,0,49100
1619,RC-14-00898,WB01,W2260,9/6/2025 12:00:00 AM,0.300694444,,63400,WB01,9/6/2025 12:00:00 AM,0.313888889,18000,45400,0,45400
1620,RC-14-00899,WB01,U3738,9/6/2025 12:00:00 AM,0.319444444,,62950,WB01,9/6/2025 12:00:00 AM,0.334722222,18100,44850,0,44850
1621,RC-14-00900,WB01,A1390,9/6/2025 12:00:00 AM,0.324305556,,62800,WB01,9/6/2025 12:00:00 AM,0.340972222,17950,44850,0,44850
1623,RC-14-00902,WB01,U5519,9/6/2025 12:00:00 AM,0.329166667,,57250,WB01,9/6/2025 12:00:00 AM,0.345833333,19550,37700,0,37700
1624,RC-14-00903,WB01,N8211,9/6/2025 12:00:00 AM,0.321527778,,48050,WB01,9/6/2025 12:00:00 AM,0.347916667,14350,33700,0,33700
1626,RC-14-00904,WB01,K3073,9/6/2025 12:00:00 AM,0.327777778,,51250,WB01,9/6/2025 12:00:00 AM,0.354861111,15100,36150,0,36150
1627,RC-14-00905,WB01,F3721,9/6/2025 12:00:00 AM,0.330555556,,53550,WB01,9/6/2025 12:00:00 AM,0.355555556,14750,38800,0,38800
1628,RC-13-00718,WB01,Y730,9/6/2025 12:00:00 AM,0.340277778,,55350,WB02,9/6/2025 12:00:00 AM,0.356944444,19450,35900,0,35900
1631,RC-14-00906,WB01,J8683,9/6/2025 12:00:00 AM,0.35,,67650,WB01,9/6/2025 12:00:00 AM,0.368055556,18200,49450,0,49450
