No,RC ID,WB In,Lorry Number,check In,check In Time,Check In Time Difference,BDM,WB Out,check Out,check Out Time,BTM,Nett Weight,Adjustment,Accepted Weight
1158,RC-14-00649,WB01,A8638,5/6/2025 12:00:00 AM,0.564583333,,61600,WB01,5/6/2025 12:00:00 AM,0.584027778,18000,43600,0,43600
1159,RC-13-00504,WB01,E6866,5/6/2025 12:00:00 AM,0.565972222,,58200,WB02,5/6/2025 12:00:00 AM,0.584722222,18400,39800,0,39800
1160,RC-13-00505,WB01,6838M,5/6/2025 12:00:00 AM,0.567361111,,64500,WB02,5/6/2025 12:00:00 AM,0.585416667,18550,45950,0,45950
1161,RC-14-00650,WB01,D6838,5/6/2025 12:00:00 AM,0.566666667,,56300,WB01,5/6/2025 12:00:00 AM,0.586111111,18000,38300,0,38300
1163,RC-14-00651,WB01,N7288,5/6/2025 12:00:00 AM,0.572916667,,61350,WB01,5/6/2025 12:00:00 AM,0.5875,18900,42450,0,42450
1164,RC-14-00652,WB01,S5333,5/6/2025 12:00:00 AM,0.574305556,,62700,WB01,5/6/2025 12:00:00 AM,0.588194444,17850,44850,0,44850
1165,RC-14-00653,WB01,T6838,5/6/2025 12:00:00 AM,0.577083333,,63550,WB01,5/6/2025 12:00:00 AM,0.590277778,20550,43000,0,43000
1166,RC-13-00507,WB01,F2666,5/6/2025 12:00:00 AM,0.576388889,,62700,WB02,5/6/2025 12:00:00 AM,0.59375,18550,44150,0,44150
1169,RC-14-00655,WB01,D6838,5/6/2025 12:00:00 AM,0.578472222,,61950,WB01,5/6/2025 12:00:00 AM,0.596527778,18550,43400,0,43400
1170,RC-14-00656,WB01,N6883,5/6/2025 12:00:00 AM,0.580555556,,62100,WB01,5/6/2025 12:00:00 AM,0.597222222,17800,44300,0,44300
1171,RC-13-00509,WB01,8683J,5/6/2025 12:00:00 AM,0.579861111,,59200,WB02,5/6/2025 12:00:00 AM,0.597222222,17650,41550,0,41550
1173,RC-13-00510,WB01,L183,5/6/2025 12:00:00 AM,0.581944444,,56200,WB02,5/6/2025 12:00:00 AM,0.599305556,18850,37350,0,37350
1175,RC-14-00658,WB01,Y6661,5/6/2025 12:00:00 AM,0.584722222,,61650,WB01,5/6/2025 12:00:00 AM,0.604166667,17250,44400,0,44400
1176,RC-14-00659,WB01,U9182,5/6/2025 12:00:00 AM,0.586805556,,45500,WB01,5/6/2025 12:00:00 AM,0.605555556,14700,30800,0,30800
1177,RC-14-00660,WB01,W6928,5/6/2025 12:00:00 AM,0.572222222,,49550,WB01,5/6/2025 12:00:00 AM,0.60625,17150,32400,0,32400
1179,RC-13-00513,WB01,B9398,5/6/2025 12:00:00 AM,0.595833333,,47900,WB02,5/6/2025 12:00:00 AM,0.609722222,15400,32500,0,32500
1182,RC-14-00661,WB01,C511,5/6/2025 12:00:00 AM,0.592361111,,58700,WB01,5/6/2025 12:00:00 AM,0.613888889,17500,41200,0,41200
1183,RC-13-00516,WB01,C7826,5/6/2025 12:00:00 AM,0.59375,,61150,WB02,5/6/2025 12:00:00 AM,0.614583333,18950,42200,0,42200
1184,RC-14-00662,WB01,N7588,5/6/2025 12:00:00 AM,0.597916667,,60500,WB01,5/6/2025 12:00:00 AM,0.615277778,18650,41850,0,41850
1187,RC-14-00663,WB01,Y160,5/6/2025 12:00:00 AM,0.58125,,52350,WB01,5/6/2025 12:00:00 AM,0.620138889,16900,35450,0,35450
1188,RC-14-00664,WB01,S1338,5/6/2025 12:00:00 AM,0.602083333,,39600,WB01,5/6/2025 12:00:00 AM,0.622222222,13800,25800,0,25800
1189,RC-14-00665,WB01,K1390,5/6/2025 12:00:00 AM,0.602777778,,57450,WB01,5/6/2025 12:00:00 AM,0.625,17350,40100,0,40100
1194,RC-14-00668,WB01,U5519,5/6/2025 12:00:00 AM,0.6,,59150,WB01,5/6/2025 12:00:00 AM,0.634722222,19150,40000,0,40000
1195,RC-14-00669,WB01,U3738,5/6/2025 12:00:00 AM,0.613194444,,57700,WB01,5/6/2025 12:00:00 AM,0.6375,17700,40000,0,40000
1196,RC-14-00670,WB01,W3868,5/6/2025 12:00:00 AM,0.610416667,,62850,WB01,5/6/2025 12:00:00 AM,0.640277778,17800,45050,0,45050
1197,RC-13-00521,WB01,X2888,5/6/2025 12:00:00 AM,0.609027778,,62050,WB02,5/6/2025 12:00:00 AM,0.640972222,19750,42300,0,42300
1199,RC-14-00671,WB01,M231,5/6/2025 12:00:00 AM,0.607638889,,50800,WB01,5/6/2025 12:00:00 AM,0.642361111,17650,33150,0,33150
1202,RC-14-00673,WB01,D8386,5/6/2025 12:00:00 AM,0.615972222,,62000,WB01,5/6/2025 12:00:00 AM,0.648611111,17800,44200,0,44200
1203,RC-13-00524,WB01,9398,5/6/2025 12:00:00 AM,0.617361111,,42550,WB02,5/6/2025 12:00:00 AM,0.648611111,13900,28650,0,28650
1204,RC-14-00674,WB01,P3288,5/6/2025 12:00:00 AM,0.551388889,,45000,WB01,5/6/2025 12:00:00 AM,0.651388889,14400,30600,0,30600
1206,RC-14-00675,WB01,L3721,5/6/2025 12:00:00 AM,0.6125,,48150,WB01,5/6/2025 12:00:00 AM,0.654861111,14350,33800,0,33800
1207,RC-14-00676,WB01,J8683,5/6/2025 12:00:00 AM,0.620833333,,61100,WB01,5/6/2025 12:00:00 AM,0.65625,17550,43550,0,43550
1208,RC-14-00677,WB01,K9182,5/6/2025 12:00:00 AM,0.631944444,,65250,WB01,5/6/2025 12:00:00 AM,0.656944444,19650,45600,0,45600
1210,RC-14-00678,WB01,U5509,5/6/2025 12:00:00 AM,0.632638889,,57300,WB01,5/6/2025 12:00:00 AM,0.660416667,19300,38000,0,38000
1211,RC-14-00679,WB01,Y730,5/6/2025 12:00:00 AM,0.582638889,,53800,WB01,5/6/2025 12:00:00 AM,0.661111111,19400,34400,0,34400
1212,RC-14-00680,WB01,E2533,5/6/2025 12:00:00 AM,0.636805556,,60300,WB01,5/6/2025 12:00:00 AM,0.663194444,18450,41850,0,41850
1213,RC-13-00527,WB01,T9182,5/6/2025 12:00:00 AM,0.635416667,,56950,WB02,5/6/2025 12:00:00 AM,0.664583333,17900,39050,0,39050
1214,RC-13-00528,WB01,W6838,5/6/2025 12:00:00 AM,0.640972222,,59600,WB02,5/6/2025 12:00:00 AM,0.665277778,18300,41300,0,41300
1215,RC-14-00681,WB01,K3182,5/6/2025 12:00:00 AM,0.629861111,,41350,WB01,5/6/2025 12:00:00 AM,0.665972222,14200,27150,0,27150
1218,RC-13-00530,WB01,D3288,5/6/2025 12:00:00 AM,0.650694444,,62900,WB02,5/6/2025 12:00:00 AM,0.66875,19700,43200,0,43200
1219,RC-13-00531,WB01,C7328,5/6/2025 12:00:00 AM,0.645833333,,45050,WB02,5/6/2025 12:00:00 AM,0.669444444,14850,30200,0,30200
1222,RC-14-00683,WB01,T511,5/6/2025 12:00:00 AM,0.618055556,,46250,WB01,5/6/2025 12:00:00 AM,0.672222222,14500,31750,0,31750
1226,RC-14-00686,WB01,T6661,5/6/2025 12:00:00 AM,0.633333333,,57550,WB01,5/6/2025 12:00:00 AM,0.675694444,17500,40050,0,40050
1230,RC-14-00688,WB01,L8368,5/6/2025 12:00:00 AM,0.661805556,,61400,WB01,5/6/2025 12:00:00 AM,0.679861111,17850,43550,0,43550
1231,RC-14-00689,WB01,H5141,5/6/2025 12:00:00 AM,0.652777778,,45650,WB01,5/6/2025 12:00:00 AM,0.68125,12950,32700,0,32700
1234,RC-14-00690,WB01,E9739,5/6/2025 12:00:00 AM,0.659722222,,59100,WB01,5/6/2025 12:00:00 AM,0.682638889,16900,42200,0,42200
1235,RC-13-00539,WB01,6838M,5/6/2025 12:00:00 AM,0.663888889,,56350,WB02,5/6/2025 12:00:00 AM,0.684027778,19200,37150,0,37150
1236,RC-14-00691,WB01,F9923,5/6/2025 12:00:00 AM,0.658333333,,52250,WB01,5/6/2025 12:00:00 AM,0.684027778,16200,36050,0,36050
1237,RC-13-00540,WB01,U9396,5/6/2025 12:00:00 AM,0.654166667,,45250,WB02,5/6/2025 12:00:00 AM,0.685416667,14550,30700,0,30700
1238,RC-13-00541,WB01,Y8288,5/6/2025 12:00:00 AM,0.665277778,,60600,WB02,5/6/2025 12:00:00 AM,0.686111111,19400,41200,0,41200
1239,RC-14-00692,WB01,Y9396,5/6/2025 12:00:00 AM,0.670138889,,45200,WB01,5/6/2025 12:00:00 AM,0.686805556,15500,29700,0,29700
1240,RC-14-00693,WB01,D8386,5/6/2025 12:00:00 AM,0.669444444,,59600,WB01,5/6/2025 12:00:00 AM,0.6875,18550,41050,0,41050
1242,RC-13-00543,WB01,X6785,5/6/2025 12:00:00 AM,0.671527778,,52400,WB02,5/6/2025 12:00:00 AM,0.688888889,14700,37700,0,37700
1243,RC-13-00544,WB01,492,5/6/2025 12:00:00 AM,0.672916667,,43150,WB02,5/6/2025 12:00:00 AM,0.692361111,15500,27650,0,27650
1246,RC-13-00546,WB01,M5988,5/6/2025 12:00:00 AM,0.575,,59550,WB02,5/6/2025 12:00:00 AM,0.697222222,18800,40750,0,40750
1247,RC-14-00695,WB01,N7688,5/6/2025 12:00:00 AM,0.677777778,,63750,WB01,5/6/2025 12:00:00 AM,0.697222222,19050,44700,0,44700
1248,RC-13-00547,WB01,M5988,5/6/2025 12:00:00 AM,0.678472222,,59600,WB02,5/6/2025 12:00:00 AM,0.697222222,18800,40800,0,40800
1250,RC-14-00697,WB01,N8836,5/6/2025 12:00:00 AM,0.681944444,,62650,WB01,5/6/2025 12:00:00 AM,0.702777778,18250,44400,0,44400
1251,RC-14-00698,WB01,X8303,5/6/2025 12:00:00 AM,0.688888889,,45550,WB01,5/6/2025 12:00:00 AM,0.711805556,14400,31150,0,31150
1252,RC-14-00699,WB01,J3721,5/6/2025 12:00:00 AM,0.691666667,,45500,WB01,5/6/2025 12:00:00 AM,0.713194444,14800,30700,0,30700
1253,RC-13-00548,WB01,M9512,5/6/2025 12:00:00 AM,0.689583333,,46750,WB02,5/6/2025 12:00:00 AM,0.713194444,14600,32150,0,32150
1254,RC-14-00700,WB01,E6866,5/6/2025 12:00:00 AM,0.685416667,,60050,WB01,5/6/2025 12:00:00 AM,0.713888889,18450,41600,0,41600
1258,RC-13-00551,WB01,D6838,5/6/2025 12:00:00 AM,0.692361111,,62950,WB02,5/6/2025 12:00:00 AM,0.71875,18600,44350,0,44350
1259,RC-13-00552,WB01,U9182,5/6/2025 12:00:00 AM,0.703472222,,46250,WB02,5/6/2025 12:00:00 AM,0.720833333,14400,31850,0,31850
1263,RC-13-00554,WB01,B9398,5/6/2025 12:00:00 AM,0.704166667,,48550,WB02,5/6/2025 12:00:00 AM,0.722916667,15200,33350,0,33350
1265,RC-14-00704,WB01,X6838,5/6/2025 12:00:00 AM,0.693055556,,57600,WB01,5/6/2025 12:00:00 AM,0.724305556,17950,39650,0,39650
1269,RC-14-00707,WB01,8683J,5/6/2025 12:00:00 AM,0.690972222,,54050,WB01,5/6/2025 12:00:00 AM,0.729861111,17450,36600,0,36600
1270,RC-14-00708,WB01,6587K,5/6/2025 12:00:00 AM,0.706944444,,33150,WB01,5/6/2025 12:00:00 AM,0.730555556,12900,20250,0,20250
1271,RC-13-00557,WB01,W8683,5/6/2025 12:00:00 AM,0.709027778,,61450,WB02,5/6/2025 12:00:00 AM,0.732638889,17800,43650,0,43650
1273,RC-14-00710,WB01,M2788,5/6/2025 12:00:00 AM,0.709722222,,57800,WB01,5/6/2025 12:00:00 AM,0.734722222,18950,38850,0,38850
1274,RC-13-00558,WB01,Y6661,5/6/2025 12:00:00 AM,0.710416667,,58450,WB02,5/6/2025 12:00:00 AM,0.734722222,17650,40800,0,40800
1275,RC-14-00711,WB01,S7759,5/6/2025 12:00:00 AM,0.708333333,,57050,WB01,5/6/2025 12:00:00 AM,0.735416667,17550,39500,0,39500
1278,RC-13-00560,WB01,A1390,5/6/2025 12:00:00 AM,0.715972222,,57950,WB02,5/6/2025 12:00:00 AM,0.738194444,17800,40150,0,40150
1279,RC-14-00713,WB01,A6661,5/6/2025 12:00:00 AM,0.716666667,,59050,WB01,5/6/2025 12:00:00 AM,0.739583333,16650,42400,0,42400
1280,RC-14-00714,WB01,J1831,5/6/2025 12:00:00 AM,0.719444444,,52250,WB01,5/6/2025 12:00:00 AM,0.740277778,18300,33950,0,33950
1284,RC-13-00562,WB01,S5333,5/6/2025 12:00:00 AM,0.71875,,60350,WB02,5/6/2025 12:00:00 AM,0.74375,18350,42000,0,42000
1285,RC-14-00717,WB01,W5509,5/6/2025 12:00:00 AM,0.723611111,,62750,WB01,5/6/2025 12:00:00 AM,0.746527778,18900,43850,0,43850
1287,RC-14-00719,WB01,U3738,5/6/2025 12:00:00 AM,0.725,,58750,WB01,5/6/2025 12:00:00 AM,0.75,17200,41550,0,41550
1290,RC-14-00722,WB01,G835,5/6/2025 12:00:00 AM,0.715277778,,46800,WB01,5/6/2025 12:00:00 AM,0.753472222,17300,29500,0,29500
1292,RC-14-00723,WB01,N7588,5/6/2025 12:00:00 AM,0.731944444,,57550,WB01,5/6/2025 12:00:00 AM,0.754861111,18750,38800,0,38800
1293,RC-14-00724,WB01,G8638,5/6/2025 12:00:00 AM,0.728472222,,59400,WB01,5/6/2025 12:00:00 AM,0.758333333,19250,40150,0,40150
1295,RC-14-00725,WB01,D8386,5/6/2025 12:00:00 AM,0.738194444,,60100,WB01,5/6/2025 12:00:00 AM,0.765277778,18350,41750,0,41750
1297,RC-14-00726,WB01,D6838,5/6/2025 12:00:00 AM,0.74375,,59050,WB01,5/6/2025 12:00:00 AM,0.765972222,19250,39800,0,39800
1301,RC-14-00729,WB01,R631,5/6/2025 12:00:00 AM,0.761805556,,41750,WB01,5/6/2025 12:00:00 AM,0.780555556,14000,27750,0,27750
1303,RC-14-00730,WB01,M6661,5/6/2025 12:00:00 AM,0.788888889,,60100,WB01,5/6/2025 12:00:00 AM,0.811805556,33850,26250,0,26250
